  band1_sur0.67   band2_RAC0.86     NDVI      S_angle      band3_sur0.47 band2_sur(NOTUSE)   Land_type
    0.11520000    0.18399500    0.44756200    2.03869000    0.05580000    0.19820000   10.00000000
    0.12490000    0.19494100    0.42393100    2.04460000    0.06380000    0.20970000   10.00000000
    0.12670000    0.20390100    0.43723900    2.03750000    0.05570000    0.22000000   10.00000000
    0.15620000    0.22254400    0.36680500    2.04379000    0.07870000    0.23850000   10.00000000
    0.14100000    0.20180500    0.38340300    2.03906000    0.06590000    0.21720000   10.00000000
    0.16100000    0.22147900    0.34833400    2.04659000    0.07300000    0.23730000   10.00000000
    0.15430000    0.21094800    0.35076900    2.03901000    0.07310000    0.22660000   10.00000000
    0.17780000    0.22950300    0.30791500    2.04520000    0.08040000    0.24560000   10.00000000
    0.16650000    0.22460600    0.33506500    2.03811000    0.07050000    0.24060000   10.00000000
    0.19130000    0.24438600    0.29517500    2.04427000    0.08830000    0.26100000   10.00000000
    0.14160000    0.17641700    0.30732700    2.03537000    0.06530000    0.19030000   10.00000000
    0.21270000    0.26232000    0.26771900    2.04864000    0.09380000    0.28050000   10.00000000
    0.22010000    0.29389100    0.30253600    2.04166000    0.09370000    0.31220000   10.00000000
    0.18430000    0.23296600    0.29202900    2.04864000    0.07580000    0.24980000   10.00000000
    0.13200000    0.15219300    0.28554500    2.04019000    0.05820000    0.16510000   10.00000000
    0.16490000    0.21069800    0.31580700    2.03433000    0.07500000    0.22690000   10.00000000
    0.16430000    0.20958100    0.31356100    2.04059000    0.07330000    0.22500000   10.00000000
    0.18630000    0.23512600    0.29394600    2.03376000    0.08420000    0.25150000   10.00000000
    0.18150000    0.22281000    0.28597900    2.03950000    0.08410000    0.23880000   10.00000000
    0.15130000    0.19033700    0.32600300    2.03186000    0.06760000    0.20800000   10.00000000
    0.16180000    0.20689100    0.31647900    2.03755000    0.07050000    0.22270000   10.00000000
    0.17570000    0.22345900    0.30375600    2.03068000    0.07570000    0.23950000   10.00000000
    0.16630000    0.21507200    0.31848800    2.03702000    0.07340000    0.23120000   10.00000000
    0.16530000    0.21521900    0.32211100    2.04259000    0.06970000    0.23080000   10.00000000
    0.17010000    0.21369100    0.30259600    2.03575000    0.07390000    0.22930000   10.00000000
    0.15490000    0.19041400    0.30432600    2.04185000    0.07310000    0.20560000   10.00000000
    0.16210000    0.18683800    0.28002900    2.03383000    0.07690000    0.20600000   10.00000000
    0.14800000    0.17363700    0.29335100    2.03178000    0.07750000    0.18850000   10.00000000
    0.07920000    0.12236800    0.50512000    2.03953000    0.03800000    0.13370000   10.00000000
    0.12990000    0.17034300    0.34174900    2.03198000    0.06040000    0.18580000   10.00000000
    0.13320000    0.17386500    0.35791700    2.02509000    0.05480000    0.19400000   10.00000000
    0.13370000    0.18127800    0.36407000    2.03060000    0.05520000    0.19720000   10.00000000
    0.11630000    0.15467600    0.38527700    2.02369000    0.04790000    0.17200000   10.00000000
    0.12160000    0.16363100    0.38281800    2.02975000    0.05120000    0.18180000   10.00000000
    0.12010000    0.16305800    0.38794200    2.02177000    0.05170000    0.18150000   10.00000000
    0.14000000    0.17421800    0.33070200    2.03299000    0.06190000    0.19280000   10.00000000
    0.15000000    0.18712900    0.31140400    2.02624000    0.06430000    0.20450000   10.00000000
    0.14930000    0.19054200    0.33109300    2.03207000    0.06350000    0.21030000   10.00000000
    0.18150000    0.22948600    0.29553400    2.02399000    0.07240000    0.24660000   10.00000000
    0.11340000    0.14845700    0.37922100    2.03079000    0.04660000    0.16570000   10.00000000
    0.10710000    0.13908000    0.38520500    2.02383000    0.04620000    0.15540000   10.00000000
    0.16970000    0.20878600    0.28419100    2.02847000    0.06120000    0.22490000   10.00000000
    0.17710000    0.21732800    0.27600000    2.02180000    0.06790000    0.23400000   10.00000000
    0.17350000    0.21286200    0.28262900    2.02720000    0.07080000    0.22920000   10.00000000
    0.16800000    0.20610500    0.30382800    2.01969000    0.06710000    0.22860000   10.00000000
    0.18010000    0.22146500    0.27993000    2.02608000    0.07310000    0.23850000   10.00000000
    0.17910000    0.22389200    0.28832300    2.01816000    0.07310000    0.24100000   10.00000000
    0.19250000    0.23230400    0.26483000    2.02406000    0.07940000    0.24950000   10.00000000
    0.19020000    0.23175800    0.27024400    2.02937000    0.07400000    0.24930000   10.00000000
    0.17010000    0.20767400    0.27962800    2.02265000    0.06710000    0.22390000   10.00000000
    0.13220000    0.21722200    0.44803500    2.03039000    0.06080000    0.23290000   10.00000000
    0.13320000    0.20601300    0.42029600    2.03683000    0.06340000    0.22120000   10.00000000
    0.10480000    0.16492400    0.45439000    2.04447000    0.05380000    0.17870000   10.00000000
    0.12360000    0.18899600    0.38281300    2.03735000    0.06300000    0.20260000   10.00000000
    0.15950000    0.22276900    0.35508400    2.04313000    0.07740000    0.23860000   10.00000000
    0.12730000    0.17642600    0.37305400    2.03604000    0.06270000    0.19060000   10.00000000
    0.15360000    0.22141000    0.37532600    2.03246000    0.07190000    0.23760000   10.00000000
    0.15600000    0.22396000    0.36805700    2.03886000    0.07410000    0.23950000   10.00000000
    0.13030000    0.18521700    0.39097700    2.04605000    0.06250000    0.20000000   10.00000000
    0.15230000    0.21093700    0.35824100    2.03751000    0.07120000    0.22660000   10.00000000
    0.15290000    0.21073500    0.35540700    2.04458000    0.07030000    0.22630000   10.00000000
    0.13700000    0.17769200    0.33040200    2.03736000    0.06060000    0.19170000   10.00000000
    0.17760000    0.23228500    0.31074500    2.03597000    0.07680000    0.24830000   10.00000000
    0.18680000    0.23659100    0.29191700    2.04235000    0.08680000    0.25280000   10.00000000
    0.17940000    0.21879300    0.28141900    2.03513000    0.08500000    0.23470000   10.00000000
    0.18390000    0.22731500    0.28496600    2.04223000    0.08320000    0.24340000   10.00000000
    0.13640000    0.17758800    0.33311400    2.03377000    0.05800000    0.19160000   10.00000000
    0.19810000    0.25757100    0.29755100    2.04080000    0.08750000    0.27430000   10.00000000
    0.15310000    0.18143500    0.27937300    2.04647000    0.07270000    0.19590000   10.00000000
    0.20220000    0.24421900    0.27209200    2.04616000    0.09200000    0.26440000   10.00000000
    0.18420000    0.22636100    0.28987800    2.03790000    0.08100000    0.24650000   10.00000000
    0.17430000    0.21478700    0.29101500    2.04127000    0.08310000    0.23040000   10.00000000
    0.17310000    0.21972300    0.30615000    2.03295000    0.07890000    0.23550000   10.00000000
    0.18530000    0.23414700    0.29481800    2.04003000    0.08290000    0.25020000   10.00000000
    0.17970000    0.22491000    0.29445900    2.03225000    0.07970000    0.24100000   10.00000000
    0.19050000    0.23444800    0.28953800    2.03806000    0.08660000    0.25470000   10.00000000
    0.16910000    0.21330200    0.30366200    2.03109000    0.07600000    0.22920000   10.00000000
    0.17830000    0.21350600    0.27355700    2.03610000    0.08140000    0.22940000   10.00000000
    0.15450000    0.19857500    0.33059200    2.02934000    0.06830000    0.21530000   10.00000000
    0.17170000    0.22335400    0.31802400    2.03538000    0.07430000    0.23960000   10.00000000
    0.15860000    0.20454900    0.33153100    2.02737000    0.06710000    0.22290000   10.00000000
    0.15450000    0.20333800    0.34033300    2.03416000    0.06610000    0.21940000   10.00000000
    0.15290000    0.17631700    0.28519200    2.03922000    0.07050000    0.19470000   10.00000000
    0.15190000    0.17454600    0.28593600    2.03221000    0.07260000    0.19320000   10.00000000
    0.15470000    0.18656800    0.29607900    2.03720000    0.07890000    0.20160000   10.00000000
    0.15930000    0.19268900    0.29507500    2.03038000    0.07780000    0.20790000   10.00000000
    0.14600000    0.18374100    0.32174500    2.03327000    0.06690000    0.19960000   10.00000000
    0.10210000    0.15351300    0.45724400    2.02431000    0.05060000    0.16740000   10.00000000
    0.12110000    0.15469000    0.36037600    2.03103000    0.05620000    0.17260000   10.00000000
    0.13530000    0.17284000    0.34715000    2.02342000    0.05910000    0.19170000   10.00000000
    0.12480000    0.16263600    0.36659000    2.02878000    0.05160000    0.18060000   10.00000000
    0.14010000    0.18415300    0.35536500    2.02211000    0.05950000    0.20370000   10.00000000
    0.11970000    0.16084500    0.36751100    2.02676000    0.05090000    0.17560000   10.00000000
    0.13210000    0.17786500    0.37222900    2.01996000    0.05760000    0.19720000   10.00000000
    0.13470000    0.17351100    0.34870800    2.02666000    0.05680000    0.19190000   10.00000000
    0.15690000    0.19274200    0.29353800    2.01775000    0.06790000    0.20820000   10.00000000
    0.13960000    0.18304700    0.35086900    2.02452000    0.05690000    0.20250000   10.00000000
    0.14530000    0.19802200    0.34365800    2.02985000    0.06200000    0.21350000   10.00000000
    0.17000000    0.21980300    0.31026400    2.02233000    0.06320000    0.23630000   10.00000000
    0.13930000    0.17971000    0.34768100    2.02886000    0.05450000    0.19860000   10.00000000
    0.12730000    0.16980700    0.35571100    2.02095000    0.05470000    0.18400000   10.00000000
    0.18820000    0.23352200    0.27987700    2.02685000    0.06890000    0.25090000   10.00000000
    0.13410000    0.18659200    0.35723500    2.01991000    0.05160000    0.20120000   10.00000000
    0.20730000    0.24871600    0.25665800    2.02546000    0.08780000    0.26620000   10.00000000
    0.18190000    0.20823800    0.24617500    2.01852000    0.07220000    0.22440000   10.00000000
    0.18090000    0.22666600    0.28824900    2.02324000    0.07290000    0.24360000   10.00000000
    0.14030000    0.17131700    0.32052200    2.01647000    0.05730000    0.19060000   10.00000000
    0.15050000    0.19550500    0.34039600    2.02214000    0.06050000    0.21730000   10.00000000
    0.17540000    0.22119600    0.29212700    2.01430000    0.07130000    0.23810000   10.00000000
    0.15610000    0.20204000    0.31602800    2.02065000    0.06490000    0.21800000   10.00000000
    0.13160000    0.21502400    0.44719200    2.03044000    0.05930000    0.23080000   10.00000000
    0.13130000    0.21097300    0.43900000    2.03675000    0.06300000    0.22640000   10.00000000
    0.14110000    0.21121400    0.40099800    2.02911000    0.06940000    0.22690000   10.00000000
    0.14340000    0.19906300    0.35949600    2.04260000    0.07140000    0.21380000   10.00000000
    0.13570000    0.19105100    0.37964000    2.03532000    0.06890000    0.20600000   10.00000000
    0.14680000    0.21491400    0.38503300    2.03060000    0.06990000    0.23040000   10.00000000
    0.12770000    0.17876900    0.38410800    2.03807000    0.06120000    0.19300000   10.00000000
    0.12480000    0.17965100    0.40367000    2.03049000    0.06440000    0.19420000   10.00000000
    0.15350000    0.21445600    0.36097300    2.04439000    0.07120000    0.23020000   10.00000000
    0.18830000    0.24466500    0.30559600    2.03546000    0.08350000    0.26130000   10.00000000
    0.16510000    0.21527900    0.31660100    2.04302000    0.06900000    0.23080000   10.00000000
    0.16460000    0.20038000    0.27580700    2.04160000    0.07370000    0.21550000   10.00000000
    0.15460000    0.17757500    0.26757200    2.03452000    0.07430000    0.19190000   10.00000000
    0.20500000    0.25998500    0.28428900    2.04019000    0.09300000    0.27700000   10.00000000
    0.17460000    0.23967500    0.33490100    2.03311000    0.07350000    0.25600000   10.00000000
    0.18730000    0.24476900    0.30519500    2.04061000    0.08260000    0.26120000   10.00000000
    0.17940000    0.23580500    0.31565000    2.03169000    0.08040000    0.25240000   10.00000000
    0.15230000    0.17726200    0.27415400    2.04465000    0.06970000    0.19170000   10.00000000
    0.18930000    0.22580500    0.27311100    2.03757000    0.08410000    0.24600000   10.00000000
    0.17570000    0.21605400    0.29198400    2.03844000    0.08160000    0.23210000   10.00000000
    0.14540000    0.20196200    0.36859300    2.03165000    0.06700000    0.21760000   10.00000000
    0.17660000    0.22258800    0.29897300    2.03848000    0.07780000    0.23840000   10.00000000
    0.18150000    0.22101900    0.29485000    2.03477000    0.08390000    0.24370000   10.00000000
    0.15320000    0.19659200    0.33183200    2.02767000    0.07030000    0.21260000   10.00000000
    0.14610000    0.19280600    0.34923000    2.03282000    0.06310000    0.20880000   10.00000000
    0.15500000    0.19993500    0.32262000    2.02574000    0.06760000    0.21530000   10.00000000
    0.15430000    0.20231800    0.34176000    2.03280000    0.06660000    0.22080000   10.00000000
    0.16070000    0.19155100    0.28122400    2.02398000    0.07520000    0.20650000   10.00000000
    0.11550000    0.12963000    0.30024700    2.03081000    0.06150000    0.14180000   10.00000000
    0.15020000    0.18538200    0.31061800    2.03571000    0.07590000    0.20060000   10.00000000
    0.15880000    0.19375700    0.29904900    2.02758000    0.07430000    0.20880000   10.00000000
    0.11110000    0.13997900    0.37561600    2.03043000    0.05320000    0.15600000   10.00000000
    0.09890000    0.13940800    0.42686600    2.02362000    0.04820000    0.15210000   10.00000000
    0.13440000    0.17152000    0.34698300    2.02258000    0.06300000    0.19030000   10.00000000
    0.13060000    0.16794200    0.35426800    2.02937000    0.05990000    0.18660000   10.00000000
    0.12840000    0.17066400    0.37071800    2.02242000    0.05610000    0.18970000   10.00000000
    0.11760000    0.15635700    0.37448800    2.02720000    0.05000000    0.17110000   10.00000000
    0.11370000    0.14813300    0.37956200    2.02046000    0.04790000    0.16510000   10.00000000
    0.13390000    0.18001200    0.37031000    2.02503000    0.05870000    0.19830000   10.00000000
    0.12810000    0.17593500    0.38417700    2.01824000    0.05460000    0.19530000   10.00000000
    0.11260000    0.14922500    0.38910500    2.02489000    0.04700000    0.16610000   10.00000000
    0.14110000    0.18064700    0.32202800    2.01691000    0.06090000    0.19530000   10.00000000
    0.13550000    0.18179900    0.36469800    2.02272000    0.05570000    0.20090000   10.00000000
    0.14910000    0.19292500    0.33954400    2.01478000    0.06060000    0.21360000   10.00000000
    0.16870000    0.21567300    0.30602800    2.02118000    0.06320000    0.23210000   10.00000000
    0.16140000    0.21163700    0.31841600    2.01368000    0.05860000    0.22790000   10.00000000
    0.15460000    0.19999500    0.31972500    2.01922000    0.06230000    0.21600000   10.00000000
    0.16430000    0.21086800    0.31099100    2.02493000    0.06660000    0.22710000   10.00000000
    0.13580000    0.17365200    0.34640900    2.01819000    0.06160000    0.19200000   10.00000000
    0.21770000    0.25776500    0.24704100    2.02351000    0.09370000    0.27550000   10.00000000
    0.19760000    0.24258800    0.27086500    2.01681000    0.08070000    0.26020000   10.00000000
    0.15490000    0.19751600    0.32621000    2.02148000    0.06390000    0.21760000   10.00000000
    0.20140000    0.24331200    0.26154700    2.01453000    0.08290000    0.26090000   10.00000000
    0.17230000    0.22016300    0.30163600    2.02122000    0.06940000    0.23710000   10.00000000
    0.18300000    0.22890100    0.28598500    2.01309000    0.07690000    0.24630000   10.00000000
    0.15540000    0.19992000    0.31891500    2.01894000    0.06490000    0.21730000   10.00000000
    0.17720000    0.21712800    0.27809900    2.01226000    0.07160000    0.23390000   10.00000000
    0.07800000    0.13142200    0.53662800    2.02981000    0.03540000    0.14350000   10.00000000
    0.13210000    0.20560100    0.42630200    2.02900000    0.06150000    0.22100000   10.00000000
    0.14690000    0.21435500    0.38424700    2.03603000    0.07030000    0.23150000   10.00000000
    0.13000000    0.19867900    0.42155900    2.02766000    0.06550000    0.21390000   10.00000000
    0.11460000    0.17521800    0.42069500    2.03482000    0.05800000    0.18880000   10.00000000
    0.17520000    0.24270500    0.33441000    2.02760000    0.08820000    0.26060000   10.00000000
    0.11000000    0.16501600    0.42234000    2.03387000    0.05510000    0.17840000   10.00000000
    0.13280000    0.19179100    0.39537500    2.03743000    0.06290000    0.20880000   10.00000000
    0.13960000    0.20110100    0.38262100    2.03042000    0.06290000    0.21600000   10.00000000
    0.12820000    0.18360500    0.39760300    2.02900000    0.06520000    0.19850000   10.00000000
    0.12580000    0.17797400    0.38699300    2.03608000    0.06370000    0.19210000   10.00000000
    0.15500000    0.21561100    0.35844300    2.02909000    0.07010000    0.23140000   10.00000000
    0.17310000    0.24320900    0.34917800    2.03529000    0.07260000    0.25980000   10.00000000
    0.17050000    0.22013400    0.30955200    2.04235000    0.07240000    0.23610000   10.00000000
    0.15080000    0.19685400    0.32926100    2.03384000    0.06920000    0.21190000   10.00000000
    0.16280000    0.19914300    0.28188700    2.04096000    0.07530000    0.21420000   10.00000000
    0.15640000    0.19196000    0.29660100    2.03370000    0.07380000    0.20690000   10.00000000
    0.21010000    0.26176000    0.27364900    2.04005000    0.09690000    0.28090000   10.00000000
    0.20210000    0.26992600    0.31072500    2.03286000    0.08810000    0.28750000   10.00000000
    0.13980000    0.18090500    0.33438100    2.03863000    0.06700000    0.19560000   10.00000000
    0.16530000    0.19578500    0.27156400    2.04385000    0.07540000    0.21100000   10.00000000
    0.19530000    0.24736500    0.29121800    2.04233000    0.08470000    0.26560000   10.00000000
    0.17930000    0.22100300    0.28177000    2.03530000    0.07990000    0.23740000   10.00000000
    0.18620000    0.24272800    0.31114000    2.03199000    0.07880000    0.26140000   10.00000000
    0.19020000    0.24491000    0.30058600    2.03798000    0.08490000    0.26210000   10.00000000
    0.20260000    0.26159500    0.29572200    2.03040000    0.09080000    0.27930000   10.00000000
    0.17870000    0.22722900    0.30241100    2.03013000    0.07990000    0.24380000   10.00000000
    0.18030000    0.23002100    0.30376300    2.02328000    0.07890000    0.24660000   10.00000000
    0.17780000    0.21753000    0.29621600    2.03316000    0.08310000    0.23800000   10.00000000
    0.16090000    0.20764300    0.32770200    2.02630000    0.07120000    0.22400000   10.00000000
    0.15180000    0.19628500    0.33629000    2.03198000    0.06640000    0.21310000   10.00000000
    0.16020000    0.20167000    0.31152100    2.02438000    0.07150000    0.21700000   10.00000000
    0.17160000    0.21877000    0.30767500    2.03112000    0.07240000    0.23490000   10.00000000
    0.16070000    0.19800200    0.29929900    2.02312000    0.07600000    0.21340000   10.00000000
    0.13720000    0.15726100    0.29680200    2.02929000    0.06990000    0.17350000   10.00000000
    0.14270000    0.18804200    0.35199500    2.02115000    0.06990000    0.20430000   10.00000000
    0.15030000    0.18539500    0.30468300    2.02606000    0.07050000    0.20010000   10.00000000
    0.11310000    0.15512800    0.40064100    2.02887000    0.05460000    0.16950000   10.00000000
    0.11370000    0.15740600    0.40216200    2.02193000    0.05890000    0.17140000   10.00000000
    0.14310000    0.18243000    0.33910500    2.02087000    0.06610000    0.20220000   10.00000000
    0.13030000    0.17471200    0.35571500    2.01412000    0.06010000    0.18920000   10.00000000
    0.12370000    0.16861800    0.38683900    2.01963000    0.05400000    0.18720000   10.00000000
    0.13010000    0.17276400    0.35846400    2.02534000    0.05610000    0.18820000   10.00000000
    0.11370000    0.15195800    0.38923700    2.01856000    0.04770000    0.16940000   10.00000000
    0.13680000    0.17910400    0.35771900    2.02334000    0.05920000    0.19800000   10.00000000
    0.12290000    0.16910200    0.39063500    2.01644000    0.05210000    0.18780000   10.00000000
    0.13080000    0.16954500    0.35574700    2.02192000    0.05370000    0.18840000   10.00000000
    0.16420000    0.21034600    0.30931900    2.01510000    0.07010000    0.22650000   10.00000000
    0.12810000    0.16910000    0.36694500    2.02096000    0.05230000    0.18790000   10.00000000
    0.13360000    0.17939400    0.36641700    2.01301000    0.05370000    0.19900000   10.00000000
    0.15210000    0.19881300    0.32661100    2.01956000    0.05600000    0.21450000   10.00000000
    0.13210000    0.17723400    0.37010200    2.01202000    0.05030000    0.19650000   10.00000000
    0.14730000    0.19886600    0.33919500    2.01737000    0.05530000    0.21430000   10.00000000
    0.14810000    0.19311900    0.32079900    2.01062000    0.06000000    0.20820000   10.00000000
    0.12080000    0.12249500    0.20884200    2.01706000    0.05180000    0.13110000   10.00000000
    0.21300000    0.25718700    0.25758600    2.02185000    0.08520000    0.27530000   10.00000000
    0.20820000    0.24807600    0.25151500    2.01501000    0.08070000    0.26600000   10.00000000
    0.19200000    0.23175800    0.26491700    2.01944000    0.07770000    0.24900000   10.00000000
    0.12940000    0.18677100    0.37809900    2.01280000    0.05390000    0.20160000   10.00000000
    0.19860000    0.24447200    0.26833200    2.01806000    0.07820000    0.26240000   10.00000000
    0.15870000    0.21666800    0.33343300    2.01138000    0.06580000    0.23330000   10.00000000
    0.19250000    0.23632500    0.27259500    2.01714000    0.07970000    0.25390000   10.00000000
    0.09580000    0.15679600    0.48370000    2.03048000    0.04440000    0.16990000   10.00000000
    0.10880000    0.17171600    0.41501600    2.03556000    0.05550000    0.18420000   10.00000000
    0.14030000    0.21177400    0.40497400    2.02832000    0.06580000    0.22740000   10.00000000
    0.14250000    0.20818100    0.38878100    2.03550000    0.07200000    0.22360000   10.00000000
    0.15460000    0.22252500    0.37199000    2.02698000    0.07570000    0.23850000   10.00000000
    0.15470000    0.21548300    0.34841100    2.03466000    0.08060000    0.23160000   10.00000000
    0.15600000    0.23093400    0.38394000    2.02577000    0.07340000    0.24710000   10.00000000
    0.10520000    0.16196500    0.44717100    2.03335000    0.05410000    0.17540000   10.00000000
    0.14610000    0.21737900    0.38685100    2.03114000    0.07020000    0.23340000   10.00000000
    0.14340000    0.18791000    0.33700200    2.03585000    0.07270000    0.20240000   10.00000000
    0.15480000    0.21253600    0.35292200    2.02699000    0.06800000    0.22830000   10.00000000
    0.12950000    0.18402700    0.38488000    2.03442000    0.05420000    0.19830000   10.00000000
    0.15660000    0.20791800    0.33092500    2.04025000    0.07100000    0.22330000   10.00000000
    0.12710000    0.16473100    0.34350400    2.03324000    0.05800000    0.17820000   10.00000000
    0.14280000    0.18813900    0.34271500    2.04061000    0.06730000    0.20280000   10.00000000
    0.17700000    0.20828800    0.26675800    2.03215000    0.07890000    0.22400000   10.00000000
    0.17050000    0.22360300    0.31313400    2.03923000    0.07730000    0.24020000   10.00000000
    0.17610000    0.24400500    0.34116800    2.03772000    0.08190000    0.26070000   10.00000000
    0.17850000    0.23212700    0.31181200    2.03076000    0.08290000    0.24870000   10.00000000
    0.19520000    0.24630200    0.28642200    2.04154000    0.08560000    0.26340000   10.00000000
    0.17520000    0.21393800    0.28087000    2.03433000    0.07800000    0.23010000   10.00000000
    0.22090000    0.25962400    0.25306400    2.03852000    0.09160000    0.28190000   10.00000000
    0.18060000    0.24009400    0.32213600    2.03026000    0.07640000    0.25850000   10.00000000
    0.18560000    0.24812500    0.32016000    2.03685000    0.08040000    0.26540000   10.00000000
    0.20140000    0.26761200    0.30954500    2.02990000    0.09040000    0.28550000   10.00000000
    0.19050000    0.24187700    0.29484400    2.02872000    0.08650000    0.25870000   10.00000000
    0.19850000    0.24978900    0.28578300    2.02045000    0.08940000    0.26670000   10.00000000
    0.18040000    0.21890600    0.27919200    2.03171000    0.08040000    0.23470000   10.00000000
    0.16180000    0.20770300    0.32700100    2.02477000    0.07120000    0.22600000   10.00000000
    0.15660000    0.19688300    0.31987000    2.03052000    0.06840000    0.21490000   10.00000000
    0.14760000    0.18927200    0.33559300    2.02353000    0.06570000    0.20540000   10.00000000
    0.20060000    0.24345000    0.26757800    2.02850000    0.08760000    0.26040000   10.00000000
    0.16700000    0.20988700    0.30831100    2.02152000    0.07650000    0.22580000   10.00000000
    0.12440000    0.15544800    0.34381400    2.02441000    0.06120000    0.16910000   10.00000000
    0.13350000    0.15745600    0.30149100    2.01685000    0.06420000    0.17110000   10.00000000
    0.11010000    0.14193700    0.36269100    2.02724000    0.05450000    0.15430000   10.00000000
    0.09180000    0.12401600    0.43699100    2.02034000    0.04850000    0.13650000   10.00000000
    0.13050000    0.16648500    0.35089500    2.01926000    0.06000000    0.18500000   10.00000000
    0.13320000    0.17823200    0.35181900    2.01777000    0.05730000    0.19290000   10.00000000
    0.16080000    0.20220200    0.30386800    2.01040000    0.06930000    0.21800000   10.00000000
    0.15280000    0.19631700    0.31403200    2.01697000    0.06360000    0.21160000   10.00000000
    0.13060000    0.17209300    0.36637200    2.02230000    0.05640000    0.19050000   10.00000000
    0.12940000    0.17622500    0.37803500    2.01563000    0.05490000    0.19480000   10.00000000
    0.12250000    0.16380300    0.37875800    2.02011000    0.05170000    0.18200000   10.00000000
    0.14180000    0.18207100    0.34291100    2.01335000    0.06100000    0.20140000   10.00000000
    0.13280000    0.17891600    0.37109800    2.01920000    0.05360000    0.19950000   10.00000000
    0.13330000    0.17729900    0.36567400    2.01112000    0.05570000    0.19740000   10.00000000
    0.15390000    0.20627700    0.33394500    2.01776000    0.05850000    0.22220000   10.00000000
    0.15540000    0.20926100    0.33785300    2.01092000    0.05880000    0.22540000   10.00000000
    0.13030000    0.17382600    0.36773800    2.01559000    0.05020000    0.19390000   10.00000000
    0.14690000    0.18726200    0.33488800    2.00892000    0.05820000    0.20840000   10.00000000
    0.12420000    0.15932100    0.36056400    2.01419000    0.05770000    0.17680000   10.00000000
    0.17980000    0.22262400    0.28538100    2.00663000    0.07080000    0.23940000   10.00000000
    0.17120000    0.21053400    0.28054900    2.01313000    0.06440000    0.22670000   10.00000000
    0.19580000    0.23752000    0.26529000    2.01858000    0.07920000    0.25530000   10.00000000
    0.17680000    0.21939600    0.28531300    2.01096000    0.07030000    0.23630000   10.00000000
    0.16500000    0.20646000    0.30097200    2.01634000    0.06940000    0.22390000   10.00000000
    0.16330000    0.21493300    0.32258400    2.00952000    0.06600000    0.23320000   10.00000000
    0.20380000    0.24786600    0.26276500    2.01511000    0.08090000    0.26590000   10.00000000
    0.16960000    0.20598600    0.27687600    2.00729000    0.06900000    0.22210000   10.00000000
    0.10010000    0.16090300    0.45703700    2.02899000    0.04650000    0.17360000   10.00000000
    0.08420000    0.13793200    0.47754900    2.03621000    0.04100000    0.14880000   10.00000000
    0.11330000    0.18514600    0.45907300    2.02912000    0.05400000    0.19930000   10.00000000
    0.12900000    0.20466100    0.43691000    2.03539000    0.05930000    0.21990000   10.00000000
    0.15100000    0.24201000    0.42110200    2.02779000    0.06810000    0.25850000   10.00000000
    0.12550000    0.19397600    0.42970800    2.03403000    0.06300000    0.20900000   10.00000000
    0.14390000    0.21651200    0.40068400    2.02698000    0.06990000    0.23240000   10.00000000
    0.13030000    0.19273100    0.40588600    2.03393000    0.06910000    0.20750000   10.00000000
    0.16080000    0.23190500    0.36881000    2.02560000    0.07820000    0.24820000   10.00000000
    0.17230000    0.24323900    0.35223300    2.02423000    0.08390000    0.25990000   10.00000000
    0.14870000    0.21655100    0.38333900    2.03053000    0.07200000    0.23230000   10.00000000
    0.17390000    0.24271700    0.34584800    2.03743000    0.08170000    0.25960000   10.00000000
    0.13430000    0.20005700    0.40572200    2.02908000    0.06450000    0.21690000   10.00000000
    0.12300000    0.17277400    0.38972800    2.02814000    0.05860000    0.18750000   10.00000000
    0.13120000    0.18316000    0.38392300    2.03399000    0.06190000    0.19830000   10.00000000
    0.14050000    0.20178100    0.38483900    2.03382000    0.06270000    0.21720000   10.00000000
    0.12710000    0.16702500    0.34827300    2.02532000    0.05640000    0.18050000   10.00000000
    0.14760000    0.19525400    0.34310200    2.03298000    0.07080000    0.21080000   10.00000000
    0.19240000    0.25348400    0.30908600    2.03854000    0.07710000    0.27050000   10.00000000
    0.20460000    0.26664400    0.29890900    2.03152000    0.08120000    0.28400000   10.00000000
    0.19270000    0.24356000    0.28800000    2.03862000    0.07980000    0.26000000   10.00000000
    0.16810000    0.22401500    0.32174800    2.03005000    0.08630000    0.24100000   10.00000000
    0.18180000    0.22147800    0.27619100    2.03955000    0.08350000    0.23750000   10.00000000
    0.19750000    0.24307900    0.27456700    2.03257000    0.08820000    0.26050000   10.00000000
    0.20800000    0.25778600    0.27428900    2.03758000    0.09230000    0.27580000   10.00000000
    0.19550000    0.25444600    0.30339100    2.02915000    0.08610000    0.27260000   10.00000000
    0.20660000    0.23156700    0.22719300    2.03590000    0.09060000    0.24810000   10.00000000
    0.17800000    0.22764200    0.30563700    2.02719000    0.07840000    0.24410000   10.00000000
    0.19160000    0.24033900    0.28825500    2.01908000    0.08790000    0.25720000   10.00000000
    0.16530000    0.20985600    0.31242200    2.02212000    0.07100000    0.22560000   10.00000000
    0.16990000    0.21517300    0.31453800    2.02892000    0.07170000    0.23380000   10.00000000
    0.16920000    0.21669700    0.31164400    2.02210000    0.07450000    0.23250000   10.00000000
    0.14290000    0.17780900    0.31992400    2.02298000    0.06750000    0.19310000   10.00000000
    0.11780000    0.14265800    0.33030500    2.02567000    0.05680000    0.15550000   10.00000000
    0.10510000    0.12997300    0.37486500    2.01887000    0.05870000    0.14330000   10.00000000
